SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
1910168	TCGA-06-0125-01	ZFP42	normal	-0.208	329																																											
1910184	TCGA-06-0157-01	ZFP42	normal	-0.208	329																																											
1910190	TCGA-06-0174-01	ZFP42	normal	-0.208	329																																											
1910247	TCGA-12-0618-01	ZFP42	normal	-0.208	329																																											
2120252	TCGA-06-0190-02	ZFP42	normal	1.924	329																																											
2120305	TCGA-19-2624-01	ZFP42	normal	-0.208	329																																											
2120346	TCGA-32-1980-01	ZFP42	normal	-0.208	329																																											
2120378	TCGA-76-4926-01	ZFP42	normal	-0.208	329																																											
1337858	TCGA-06-0744-01	ZFP82	normal	-1.592	329																																											
1337859	TCGA-06-0745-01	ZFP82	normal	-0.927	329																																											
1338067	TCGA-27-2523-01	ZFP82	normal	-0.544	329																																											
1338079	TCGA-28-1753-01	ZFP82	normal	-1.363	329																																											
1910184	TCGA-06-0157-01	ZFP82	normal	1.621	329																																											
1910190	TCGA-06-0174-01	ZFP82	normal	0.411	329																																											
1910206	TCGA-06-0211-01	ZFP82	under	-2.51	329																																											
2120252	TCGA-06-0190-02	ZFP82	normal	-0.971	329																																											
2120253	TCGA-06-0210-02	ZFP82	normal	-0.015	329																																											
2120305	TCGA-19-2624-01	ZFP82	normal	0.401	329																																											
2120346	TCGA-32-1980-01	ZFP82	normal	-1.004	329																																											
2120378	TCGA-76-4926-01	ZFP82	normal	0.279	329																																											
1337858	TCGA-06-0744-01	ZG16	normal	-0.252	329																																											
1337859	TCGA-06-0745-01	ZG16	normal	-0.252	329																																											
1338022	TCGA-16-0846-01	ZG16	normal	-0.252	329																																											
1338057	TCGA-27-1832-01	ZG16	normal	-0.252	329																																											
1338067	TCGA-27-2523-01	ZG16	normal	-0.252	329																																											
1338079	TCGA-28-1753-01	ZG16	normal	-0.252	329																																											
1910168	TCGA-06-0125-01	ZG16	normal	-0.252	329																																											
1910190	TCGA-06-0174-01	ZG16	normal	-0.252	329																																											
1910247	TCGA-12-0618-01	ZG16	normal	-0.252	329																																											
2120253	TCGA-06-0210-02	ZG16	normal	-0.252	329																																											
2120305	TCGA-19-2624-01	ZG16	normal	-0.252	329																																											
2120346	TCGA-32-1980-01	ZG16	normal	-0.252	329																																											
2120378	TCGA-76-4926-01	ZG16	normal	-0.252	329																																											
2178065	TCGA-06-0152-02	ZG16	normal	-0.252	329																																											
1337859	TCGA-06-0745-01	ZMIZ2	normal	-0.049	329																																											
1338022	TCGA-16-0846-01	ZMIZ2	over	2.757	329																																											
1338057	TCGA-27-1832-01	ZMIZ2	over	2.987	329																																											
1338079	TCGA-28-1753-01	ZMIZ2	normal	1.955	329																																											
1910168	TCGA-06-0125-01	ZMIZ2	over	2.069	329																																											
1910184	TCGA-06-0157-01	ZMIZ2	normal	1.546	329																																											
1910190	TCGA-06-0174-01	ZMIZ2	normal	1.448	329																																											
1910206	TCGA-06-0211-01	ZMIZ2	normal	0.966	329																																											
2120252	TCGA-06-0190-02	ZMIZ2	normal	-0.219	329																																											
2120253	TCGA-06-0210-02	ZMIZ2	normal	1.459	329																																											
2120305	TCGA-19-2624-01	ZMIZ2	over	3.992	329																																											
2120346	TCGA-32-1980-01	ZMIZ2	normal	1.321	329																																											
2120378	TCGA-76-4926-01	ZMIZ2	normal	0.176	329																																											
2178065	TCGA-06-0152-02	ZMIZ2	normal	1.033	329																																											
1337858	TCGA-06-0744-01	ZNF138	normal	1.736	329																																											
1337859	TCGA-06-0745-01	ZNF138	normal	1.202	329																																											
1338022	TCGA-16-0846-01	ZNF138	normal	0.462	329																																											
1338057	TCGA-27-1832-01	ZNF138	normal	0.681	329																																											
1338067	TCGA-27-2523-01	ZNF138	over	2.435	329																																											
1338079	TCGA-28-1753-01	ZNF138	normal	0.849	329																																											
1910184	TCGA-06-0157-01	ZNF138	normal	1.757	329																																											
1910190	TCGA-06-0174-01	ZNF138	over	3.668	329																																											
1910247	TCGA-12-0618-01	ZNF138	over	4.368	329																																											
2120252	TCGA-06-0190-02	ZNF138	under	-2.325	329																																											
2120253	TCGA-06-0210-02	ZNF138	normal	0.097	329																																											
1337859	TCGA-06-0745-01	ZNF18	normal	-0.545	329																																											
1338057	TCGA-27-1832-01	ZNF18	over	2.564	329																																											
1338067	TCGA-27-2523-01	ZNF18	normal	0.984	329																																											
1338079	TCGA-28-1753-01	ZNF18	normal	-0.001	329																																											
1910168	TCGA-06-0125-01	ZNF18	normal	1.082	329																																											
1910190	TCGA-06-0174-01	ZNF18	normal	-0.25	329																																											
1910206	TCGA-06-0211-01	ZNF18	normal	-0.373	329																																											
1910247	TCGA-12-0618-01	ZNF18	normal	-0.849	329																																											
2120252	TCGA-06-0190-02	ZNF18	normal	-1.839	329																																											
2120253	TCGA-06-0210-02	ZNF18	normal	-0.189	329																																											
2120305	TCGA-19-2624-01	ZNF18	normal	1.88	329																																											
2120346	TCGA-32-1980-01	ZNF18	normal	-0.428	329																																											
2120378	TCGA-76-4926-01	ZNF18	normal	0.403	329																																											
2178065	TCGA-06-0152-02	ZNF18	normal	0.098	329																																											
1337858	TCGA-06-0744-01	ZNF19	normal	0.156	329																																											
1338022	TCGA-16-0846-01	ZNF19	normal	-0.994	329																																											
1338057	TCGA-27-1832-01	ZNF19	normal	0.632	329																																											
1338067	TCGA-27-2523-01	ZNF19	normal	1.087	329																																											
1910184	TCGA-06-0157-01	ZNF19	normal	-0.116	329																																											
1910206	TCGA-06-0211-01	ZNF19	normal	-0.559	329																																											
2120305	TCGA-19-2624-01	ZNF19	normal	0.371	329																																											
2120346	TCGA-32-1980-01	ZNF19	normal	-1.468	329																																											
2120378	TCGA-76-4926-01	ZNF19	normal	1.66	329																																											
2178065	TCGA-06-0152-02	ZNF19	normal	-0.136	329																																											
1337858	TCGA-06-0744-01	ZNF2	normal	0.04	329																																											
1338057	TCGA-27-1832-01	ZNF2	normal	-0.353	329																																											
1338067	TCGA-27-2523-01	ZNF2	over	2.033	329																																											
1338079	TCGA-28-1753-01	ZNF2	normal	0.017	329																																											
1910168	TCGA-06-0125-01	ZNF2	normal	1.075	329																																											
